Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Research Analyst,Full-Time,Senior,Expert,63967,United States Dollar,United States of America,63967,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,63900,United States Dollar,United States of America,63900,United States,Medium,2022
Data Scientist,Full-Time,Entry,Junior,42000,Euro,France,49646,France,Medium,2021
Lead Data Scientist,Full-Time,Senior,Expert,3000000,Indian Rupee,India,40570,India,Large,2021
Data Engineer,Full-Time,Senior,Expert,63000,United States Dollar,United States of America,63000,United States,Medium,2023
Lead Machine Learning Engineer,Full-Time,Senior,Expert,80000,Euro,Germany,84053,Germany,Medium,2022
Machine Learning Engineer,Full-Time,Entry,Junior,20000,United States Dollar,India,20000,India,Small,2021
Data Engineer,Full-Time,Senior,Expert,63000,United States Dollar,United States of America,63000,United States,Medium,2022
ETL Developer,Full-Time,Senior,Expert,63000,United States Dollar,United States of America,63000,United States,Medium,2022
Applied Data Scientist,Full-Time,Entry,Junior,80000,British Pound Sterling,United Kingdom,110037,United Kingdom,Large,2021
ML Engineer,Full-Time,Entry,Junior,20000,Euro,Portugal,21013,Portugal,Large,2022
Analytics Engineer,Full-Time,Senior,Expert,63000,United States Dollar,United States of America,63000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,63000,United States Dollar,United States of America,63000,United States,Medium,2022
Big Data Engineer,Full-Time,Mid,Intermediate,60000,United States Dollar,Romania,60000,Spain,Medium,2021
Data Analyst,Full-Time,Mid,Intermediate,62500,United States Dollar,United States of America,62500,United States,Medium,2023
Machine Learning Developer,Full-Time,Entry,Junior,100000,United States Dollar,Iraq,100000,Iraq,Small,2021
Data Specialist,Full-Time,Mid,Intermediate,62500,United States Dollar,United States of America,62500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,70000,Euro,Belgium,82744,Belgium,Medium,2021
Data Engineer,Full-Time,Mid,Intermediate,51999,Euro,Germany,59303,Germany,Small,2020
Research Scientist,Full-Time,Mid,Intermediate,53000,Euro,France,62649,France,Medium,2021
Data Engineer,Full-Time,Mid,Intermediate,60000,British Pound Sterling,United Kingdom,82528,United Kingdom,Large,2021
Business Intelligence Analyst,Full-Time,Mid,Intermediate,62500,United States Dollar,United States of America,62500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,62000,United States Dollar,United States of America,62000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,62000,United States Dollar,United States of America,62000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,62000,United States Dollar,United States of America,62000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,62000,United States Dollar,United States of America,62000,United States,Large,2021
Data Analyst,Full-Time,Entry,Junior,61800,United States Dollar,United States of America,61800,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,110000,Euro,Germany,130026,Germany,Medium,2021
Data Science Consultant,Full-Time,Entry,Junior,54000,Euro,Germany,63831,Germany,Large,2021
Data Engineer,Full-Time,Entry,Junior,61800,United States Dollar,United States of America,61800,United States,Medium,2023
Head of Data Science,Full-Time,Executive,Director,85000,United States Dollar,Russia,85000,Russian Federation,Medium,2021
Head of Data,Full-Time,Executive,Director,230000,United States Dollar,Russia,230000,Russian Federation,Large,2021
Data Analyst,Full-Time,Mid,Intermediate,61200,United States Dollar,United States of America,61200,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,60400,United States Dollar,United States of America,60400,United States,Medium,2023
Machine Learning Operations Engineer,Full-Time,Senior,Expert,60000,United States Dollar,United States of America,60000,Thailand,Large,2023
Data Analyst,Full-Time,Mid,Intermediate,41000,Euro,France,46759,France,Large,2020
Data Engineer,Full-Time,Mid,Intermediate,65000,Euro,Austria,74130,Austria,Large,2020
Data Science Engineer,Full-Time,Senior,Expert,159500,Canadian Dollar,Canada,127221,Canada,Large,2021
Data Analyst,Full-Time,Entry,Junior,60000,United States Dollar,United States of America,60000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,95000,Canadian Dollar,Canada,75774,Canada,Large,2021
Data Analyst,Full-Time,Mid,Intermediate,60000,United States Dollar,United States of America,60000,United States,Medium,2023
Compliance Data Analyst,Full-Time,Entry,Junior,60000,United States Dollar,United States of America,60000,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,60000,United States Dollar,United States of America,60000,United States,Medium,2023
BI Data Analyst,Full-Time,Entry,Junior,60000,United States Dollar,United States of America,60000,Argentina,Medium,2023
BI Data Engineer,Full-Time,Entry,Junior,60000,United States Dollar,United States of America,60000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,60000,United States Dollar,United States of America,60000,United States,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,50000,United States Dollar,Nigeria,50000,Nigeria,Large,2021
Data Analyst,Full-Time,Mid,Intermediate,60000,United States Dollar,United States of America,60000,United States,Medium,2022
Applied Data Scientist,Full-Time,Mid,Intermediate,68000,Canadian Dollar,Canada,54238,United Kingdom,Large,2021
Machine Learning Engineer,Full-Time,Mid,Intermediate,40000,Euro,Spain,47282,Spain,Small,2021
Director of Data Science,Full-Time,Executive,Director,130000,Euro,Poland,153667,Italy,Large,2021
Data Engineer,Full-Time,Mid,Intermediate,110000,Polish Zloty,Poland,28476,Poland,Large,2021
Data Operations Engineer,Full-Time,Mid,Intermediate,60000,United States Dollar,United States of America,60000,United States,Medium,2022
Research Scientist,Full-Time,Entry,Junior,60000,British Pound Sterling,United Kingdom,82528,United Kingdom,Large,2021
NLP Engineer,Contract,Mid,Intermediate,60000,United States Dollar,United States of America,60000,India,Small,2022
Data Analyst,Full-Time,Entry,Junior,50000,Euro,France,59102,France,Medium,2021
Data Analyst,Full-Time,Senior,Expert,60000,United States Dollar,United States of America,60000,United States,Medium,2022
Data Analyst,Full-Time,Entry,Junior,60000,United States Dollar,United States of America,60000,United States,Small,2021
Computer Vision Engineer,Freelance,Senior,Expert,60000,United States Dollar,United States of America,60000,Russian Federation,Small,2020
Data Analytics Engineer,Full-Time,Senior,Expert,67000,Euro,Germany,79197,Germany,Large,2021
Data Analyst,Full-Time,Mid,Intermediate,59500,United States Dollar,United States of America,59500,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,59000,United States Dollar,United States of America,59000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,58000,United States Dollar,United States of America,58000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,58000,United States Dollar,United States of America,58000,United States,Small,2022
Data Scientist,Full-Time,Senior,Expert,45000,Euro,France,53192,France,Large,2021
Data Scientist,Full-Time,Entry,Junior,58000,United States Dollar,United States of America,58000,United States,Large,2021
Data Analyst,Full-Time,Entry,Junior,57920,United States Dollar,United States of America,57920,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,70000,Euro,Spain,79833,Spain,Large,2020
BI Data Analyst,Full-Time,Entry,Junior,57000,United States Dollar,United States of America,57000,United States,Large,2022
Data Science Consultant,Full-Time,Entry,Junior,65000,Euro,Germany,76833,Germany,Small,2021
Machine Learning Infrastructure Engineer,Full-Time,Mid,Intermediate,44000,Euro,Portugal,50180,Portugal,Medium,2020
Marketing Data Analyst,Full-Time,Senior,Expert,75000,Euro,Denmark,88654,Greece,Large,2021
Lead Data Engineer,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,103160,United Kingdom,Small,2021
Data Engineer,Full-Time,Senior,Expert,82500,British Pound Sterling,United Kingdom,113476,United Kingdom,Medium,2021
Machine Learning Engineer,Full-Time,Senior,Expert,80000,Euro,Germany,94564,Germany,Large,2021
Data Engineer,Full-Time,Entry,Junior,2250000,Indian Rupee,India,30428,India,Large,2021
Data Analyst,Full-Time,Entry,Junior,56100,United States Dollar,United States of America,56100,United States,Medium,2023
Business Data Analyst,Part-Time,Mid,Intermediate,56000,United States Dollar,United States of America,56000,Ghana,Medium,2021
Research Scientist,Full-Time,Mid,Intermediate,235000,Canadian Dollar,Canada,187442,Canada,Large,2021
Data Analyst,Full-Time,Mid,Intermediate,37456,British Pound Sterling,United Kingdom,51519,United Kingdom,Large,2021
Lead Data Engineer,Full-Time,Mid,Intermediate,56000,United States Dollar,United States of America,56000,Portugal,Medium,2020
Data Engineer,Full-Time,Mid,Intermediate,88000,British Pound Sterling,United Kingdom,112872,United Kingdom,Large,2020
Data Operations Specialist,Full-Time,Senior,Expert,55720,United States Dollar,United States of America,55720,United States,Medium,2023
ML Engineer,Part-Time,Entry,Junior,14000,Euro,Germany,15966,Germany,Small,2020
Data Analyst,Full-Time,Senior,Expert,55000,United States Dollar,United States of America,55000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,55000,United States Dollar,United States of America,55000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,60000,British Pound Sterling,United Kingdom,76958,United Kingdom,Small,2020
Cloud Data Engineer,Full-Time,Mid,Intermediate,120000,Singapore Dollar,Singapore,89294,Singapore,Large,2021
Data Scientist,Full-Time,Entry,Junior,2200000,Indian Rupee,India,29751,India,Large,2021
Data Analyst,Full-Time,Executive,Director,55000,United States Dollar,United States of America,55000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,55000,United States Dollar,United States of America,55000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,55000,United States Dollar,United States of America,55000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,55000,United States Dollar,United States of America,55000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,55000,United States Dollar,United States of America,55000,United States,Small,2022
Data Analyst,Full-Time,Entry,Junior,55000,United States Dollar,United States of America,55000,United States,Small,2022
Data Scientist,Full-Time,Entry,Junior,2100000,Indian Rupee,India,28399,India,Medium,2021
Research Scientist,Full-Time,Senior,Expert,51400,Euro,Portugal,60757,Portugal,Large,2021
BI Data Analyst,Full-Time,Entry,Junior,55000,United States Dollar,United States of America,55000,United States,Small,2021
Data Engineer,Full-Time,Mid,Intermediate,61500,Euro,France,70139,France,Large,2020
Data Engineer,Full-Time,Senior,Expert,720000,Mexican Peso,Mexico,33511,Mexico,Small,2020
Data Science Manager,Full-Time,Senior,Expert,4000000,Indian Rupee,United States of America,54094,India,Large,2021
Data Engineer,Full-Time,Senior,Expert,70000,British Pound Sterling,United Kingdom,96282,United Kingdom,Large,2021
Data Scientist,Full-Time,Entry,Junior,31000,Euro,France,36643,France,Large,2021
Data Engineer,Full-Time,Mid,Intermediate,52500,British Pound Sterling,United Kingdom,72212,United Kingdom,Large,2021
Data Analyst,Full-Time,Mid,Intermediate,54000,United States Dollar,United States of America,54000,United States,Medium,2023
Big Data Architect,Full-Time,Senior,Expert,125000,Canadian Dollar,Canada,99703,Canada,Medium,2021
Analytics Engineer,Full-Time,Mid,Intermediate,54000,United States Dollar,United States of America,54000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,54000,United States Dollar,United States of America,54000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,130000,Canadian Dollar,Canada,103691,Canada,Large,2021
Data Engineer,Full-Time,Entry,Junior,1600000,Indian Rupee,India,21637,India,Medium,2021
Research Scientist,Full-Time,Entry,Junior,42000,United States Dollar,Netherlands,42000,Netherlands,Large,2020
Lead Data Scientist,Full-Time,Mid,Intermediate,115000,United States Dollar,United Arab Emirates,115000,United Arab Emirates,Large,2020
Research Scientist,Full-Time,Mid,Intermediate,80000,Canadian Dollar,Canada,63810,Canada,Medium,2021
Machine Learning Scientist,Full-Time,Senior,Expert,260000,United States Dollar,Japan,260000,Japan,Small,2020
Data Architect,Full-Time,Senior,Expert,52500,United States Dollar,United States of America,52500,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,52500,United States Dollar,United States of America,52500,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,52500,United States Dollar,United States of America,52500,United States,Medium,2023
