,Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year,Region
3188,Data Scientist,Full-Time,Mid,Intermediate,120000,Australian Dollar,Australia,83171,Australia,Large,2022,Oceania
3189,Principal Data Architect,Full-Time,Senior,Expert,3000000,Indian Rupee,India,38154,India,Large,2022,Asia
3190,Data Engineer,Full-Time,Senior,Expert,70000,Euro,Portugal,73546,Portugal,Medium,2022,Europe
3191,Data Engineer,Full-Time,Senior,Expert,40000,Euro,Portugal,42026,Portugal,Medium,2022,Europe
3192,Data Analyst,Full-Time,Mid,Intermediate,97750,United States Dollar,United States of America,97750,United States,Medium,2023,North America
3193,Data Scientist,Full-Time,Mid,Intermediate,97750,United States Dollar,United States of America,97750,United States,Medium,2023,North America
3194,Data Analyst,Full-Time,Mid,Intermediate,97500,United States Dollar,United States of America,97500,United States,Large,2022,North America
3195,Data Engineer,Full-Time,Mid,Intermediate,97000,United States Dollar,United States of America,97000,United States,Medium,2023,North America
3196,Data Engineer,Full-Time,Senior,Expert,97000,United States Dollar,United States of America,97000,United States,Medium,2022,North America
3197,Data Manager,Full-Time,Executive,Director,164000,Canadian Dollar,Canada,125976,Canada,Large,2022,North America
3198,Data Analyst,Full-Time,Mid,Intermediate,96750,United States Dollar,United States of America,96750,United States,Medium,2023,North America
3199,Data Engineer,Full-Time,Senior,Expert,96100,United States Dollar,United States of America,96100,United States,Medium,2023,North America
3200,Data Engineer,Full-Time,Senior,Expert,96000,United States Dollar,United States of America,96000,United States,Medium,2023,North America
3201,Data Analyst,Full-Time,Senior,Expert,96000,United States Dollar,United States of America,96000,United States,Medium,2022,North America
3202,Data Scientist,Full-Time,Mid,Intermediate,72000,Euro,Germany,75648,Germany,Small,2022,Europe
3203,Computer Vision Software Engineer,Full-Time,Mid,Intermediate,81000,Euro,United States of America,95746,Germany,Small,2021,North America
3204,BI Analyst,Full-Time,Senior,Expert,200000,United States Dollar,Nigeria,200000,Nigeria,Small,2022,Africa
3205,Lead Machine Learning Engineer,Full-Time,Senior,Expert,66000,Euro,Portugal,69344,Portugal,Large,2022,Europe
3206,Data Scientist,Full-Time,Senior,Expert,95550,United States Dollar,United States of America,95550,United States,Medium,2022,North America
3207,Research Scientist,Full-Time,Mid,Intermediate,120000,Euro,Germany,126080,Germany,Small,2022,Europe
3208,Research Scientist,Full-Time,Mid,Intermediate,80000,Euro,Germany,84053,Germany,Small,2022,Europe
3209,Data Engineer,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3210,Data Analyst,Full-Time,Mid,Intermediate,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3211,Business Intelligence Analyst,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3212,Data Engineer,Full-Time,Mid,Intermediate,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3213,Data Analyst,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3214,BI Data Analyst,Full-Time,Mid,Intermediate,65000,Australian Dollar,Australia,45050,Australia,Large,2022,Oceania
3215,Data Analyst,Full-Time,Entry,Junior,56000,Australian Dollar,Australia,42028,Australia,Large,2021,Oceania
3216,Data Quality Analyst,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3217,Data Quality Analyst,Full-Time,Mid,Intermediate,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3218,Data Scientist,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3219,Data Science Manager,Full-Time,Mid,Intermediate,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3220,Machine Learning Engineer,Full-Time,Senior,Expert,140000,United States Dollar,Canada,140000,Canada,Medium,2022,North America
3221,Machine Learning Engineer,Full-Time,Senior,Expert,110000,United States Dollar,Canada,110000,Canada,Medium,2022,North America
3222,Data Analyst,Full-Time,Entry,Junior,95000,United States Dollar,United States of America,95000,United States,Medium,2023,North America
3223,Data Engineer,Full-Time,Mid,Intermediate,95000,United States Dollar,United States of America,95000,United States,Medium,2022,North America
3224,Data Analyst,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2022,North America
3225,Data Engineer,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2022,North America
3226,Data Scientist,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2022,North America
3227,Business Data Analyst,Full-Time,Mid,Intermediate,95000,United States Dollar,United States of America,95000,United States,Medium,2020,North America
3228,Data Specialist,Full-Time,Senior,Expert,95000,United States Dollar,United States of America,95000,United States,Medium,2022,North America
3229,Data Analyst,Full-Time,Entry,Junior,94600,United States Dollar,United States of America,94600,United States,Medium,2023,North America
3230,Data Science Consultant,Full-Time,Senior,Expert,94500,United States Dollar,United States of America,94500,United States,Medium,2022,North America
3231,Data Scientist,Full-Time,Mid,Intermediate,94400,United States Dollar,United States of America,94400,United States,Medium,2023,North America
3232,Data Analyst,Full-Time,Senior,Expert,94400,United States Dollar,United States of America,94400,United States,Medium,2023,North America
3233,Data Engineer,Full-Time,Senior,Expert,94300,United States Dollar,United States of America,94300,United States,Medium,2023,North America
3234,Research Scientist,Full-Time,Senior,Expert,94192,United States Dollar,United States of America,94192,United States,Medium,2023,North America
3235,Research Engineer,Full-Time,Senior,Expert,94100,United States Dollar,United States of America,94100,United States,Medium,2023,North America
3236,Data Analyst,Full-Time,Entry,Junior,94035,United States Dollar,United States of America,94035,United States,Medium,2023,North America
3237,Data Engineer,Full-Time,Executive,Director,94000,United States Dollar,United States of America,94000,United States,Medium,2023,North America
3238,Data Analyst,Full-Time,Senior,Expert,94000,United States Dollar,United States of America,94000,United States,Medium,2023,North America
3239,Data Engineer,Full-Time,Senior,Expert,94000,United States Dollar,United States of America,94000,United States,Medium,2023,North America
3240,Data Engineer,Full-Time,Mid,Intermediate,94000,United States Dollar,United States of America,94000,United States,Medium,2023,North America
3241,Data Science Consultant,Full-Time,Senior,Expert,94000,United States Dollar,United States of America,94000,United States,Medium,2023,North America
3242,Data Analyst,Full-Time,Senior,Expert,93919,United States Dollar,United States of America,93919,United States,Medium,2023,North America
3243,Data Analyst,Full-Time,Senior,Expert,93918,United States Dollar,United States of America,93918,United States,Medium,2023,North America
3244,Data Scientist,Full-Time,Mid,Intermediate,93918,United States Dollar,United States of America,93918,United States,Medium,2023,North America
3245,Data Analyst,Full-Time,Senior,Expert,93800,United States Dollar,United States of America,93800,United States,Medium,2023,North America
3246,Data Scientist,Full-Time,Senior,Expert,93800,United States Dollar,United States of America,93800,United States,Medium,2022,North America
3247,Data Analyst,Full-Time,Senior,Expert,93700,United States Dollar,United States of America,93700,United States,Medium,2022,North America
3248,Data Engineer,Full-Time,Senior,Expert,93700,United States Dollar,United States of America,93700,United States,Medium,2022,North America
3249,Machine Learning Engineer,Full-Time,Senior,Expert,200000,United States Dollar,Puerto Rico,200000,Puerto Rico,Medium,2022,North America
3250,Machine Learning Engineer,Full-Time,Senior,Expert,135000,United States Dollar,Puerto Rico,135000,Puerto Rico,Medium,2022,North America
3251,Data Analyst,Full-Time,Senior,Expert,93500,United States Dollar,United States of America,93500,United States,Medium,2023,North America
3252,Data Engineer,Full-Time,Mid,Intermediate,93150,United States Dollar,United States of America,93150,United States,Medium,2021,North America
3253,BI Analyst,Full-Time,Senior,Expert,93000,United States Dollar,United States of America,93000,United States,Medium,2023,North America
3254,Data Analyst,Full-Time,Mid,Intermediate,93000,United States Dollar,United States of America,93000,United States,Large,2023,North America
3255,Data Scientist,Full-Time,Entry,Junior,93000,United States Dollar,United States of America,93000,United States,Medium,2022,North America
3256,Data Analyst,Full-Time,Mid,Intermediate,93000,United States Dollar,United States of America,93000,United States,Large,2021,North America
3257,Data Engineer,Full-Time,Mid,Intermediate,65000,British Pound Sterling,United Kingdom,80036,United Kingdom,Medium,2022,Europe
3258,Data Engineer,Full-Time,Mid,Intermediate,55000,British Pound Sterling,United Kingdom,67723,United Kingdom,Medium,2022,Europe
3259,Data Engineer,Full-Time,Entry,Junior,92700,United States Dollar,United States of America,92700,United States,Medium,2023,North America
3260,Data Operations Analyst,Full-Time,Senior,Expert,92250,United States Dollar,United States of America,92250,United States,Medium,2022,North America
3261,Data Analyst,Full-Time,Senior,Expert,92000,United States Dollar,United States of America,92000,United States,Medium,2023,North America
3262,Data Scientist,Full-Time,Mid,Intermediate,83000,British Pound Sterling,United Kingdom,102200,United Kingdom,Medium,2022,Europe
3263,Data Scientist,Full-Time,Entry,Junior,1800000,Indian Rupee,India,22892,India,Medium,2022,Asia
3264,Data Scientist,Full-Time,Senior,Expert,92000,United States Dollar,United States of America,92000,United States,Large,2022,North America
3265,Data Engineer,Full-Time,Senior,Expert,91270,United States Dollar,United States of America,91270,United States,Medium,2023,North America
